Algorithm,Lambda,CloudletId,Length,VmId,SubmissionTime,StartTime,FinishTime,ExecutionTime,WaitingTime
Min-Min,20.0000,231,5179,17,11.4474,11.5474,90.5670,79.0196,0.1000
Min-Min,20.0000,182,5730,9,9.0628,9.1628,90.5670,81.4042,0.1000
Min-Min,20.0000,324,4238,8,16.7587,16.8587,91.4080,74.5493,0.1000
Min-Min,20.0000,694,2657,9,35.2249,35.3249,91.4080,56.0831,0.1000
Min-Min,20.0000,504,3308,2,25.4541,25.5541,91.5180,65.9639,0.1000
Min-Min,20.0000,903,2050,15,46.1440,46.2440,91.6280,45.3840,0.1000
Min-Min,20.0000,288,4938,12,14.6164,14.7164,92.1050,77.3886,0.1000
Min-Min,20.0000,37,9632,13,1.9476,2.0476,92.1050,90.0574,0.1000
Min-Min,20.0000,233,5081,19,11.4983,11.5983,92.1050,80.5067,0.1000
Min-Min,20.0000,662,2828,18,33.5337,33.6337,92.2150,58.5813,0.1000
Min-Min,20.0000,376,3847,16,18.8569,18.9569,92.3250,73.3681,0.1000
Min-Min,20.0000,943,2400,14,47.7209,47.8209,92.7750,44.9541,0.1000
Min-Min,20.0000,301,4744,5,15.4624,15.5624,92.7750,77.2126,0.1000
Min-Min,20.0000,815,2370,8,41.4614,41.5614,92.8850,51.3236,0.1000
Min-Min,20.0000,603,3109,0,30.6002,30.7002,92.9950,62.2948,0.1000
Min-Min,20.0000,657,3097,13,33.4138,33.5138,92.9950,59.4812,0.1000
Min-Min,20.0000,679,2790,15,34.2934,34.3934,93.6520,59.2586,0.1000
Min-Min,20.0000,947,2135,17,47.9587,48.0587,93.6520,45.5933,0.1000
Min-Min,20.0000,372,4541,12,18.6832,18.7832,94.0420,75.2588,0.1000
Min-Min,20.0000,842,2722,14,43.1097,43.2097,94.0420,50.8323,0.1000
Min-Min,20.0000,118,6863,8,5.8454,5.9454,94.0420,88.0966,0.1000
Min-Min,20.0000,76,7691,9,3.6652,3.7652,94.0420,90.2768,0.1000
Min-Min,20.0000,742,2643,15,37.4964,37.5964,94.3720,56.7756,0.1000
Min-Min,20.0000,146,6016,15,7.6277,7.7277,94.9240,87.1963,0.1000
Min-Min,20.0000,557,3739,14,28.4232,28.5232,95.0340,66.5108,0.1000
Min-Min,20.0000,756,2691,9,38.0721,38.1721,95.1440,56.9719,0.1000
Min-Min,20.0000,162,6103,10,8.1657,8.2657,95.2540,86.9883,0.1000
Min-Min,20.0000,753,2648,6,37.9722,38.0722,95.4740,57.4018,0.1000
Min-Min,20.0000,83,7320,16,4.1635,4.2635,95.6940,91.4305,0.1000
Min-Min,20.0000,489,3865,7,24.4773,24.5773,95.6940,71.1167,0.1000
Min-Min,20.0000,412,3510,11,20.7567,20.8567,96.1040,75.2473,0.1000
Min-Min,20.0000,102,7717,12,5.0126,5.1126,96.2140,91.1014,0.1000
Min-Min,20.0000,374,4773,14,18.7992,18.8992,96.2140,77.3148,0.1000
Min-Min,20.0000,719,3302,14,36.2544,36.3544,96.7640,60.4096,0.1000
Min-Min,20.0000,466,4091,5,23.6054,23.7054,96.9840,73.2786,0.1000
Min-Min,20.0000,651,3302,7,32.9845,33.0845,96.9840,63.8995,0.1000
Min-Min,20.0000,664,3126,0,33.6419,33.7419,97.0940,63.3521,0.1000
Min-Min,20.0000,700,2945,15,35.3711,35.4711,97.2040,61.7329,0.1000
Min-Min,20.0000,173,5816,1,8.6430,8.7430,97.3140,88.5710,0.1000
Min-Min,20.0000,606,3627,3,30.8813,30.9813,97.8640,66.8827,0.1000
Min-Min,20.0000,999,2367,7,50.7047,50.8047,97.9740,47.1693,0.1000
Min-Min,20.0000,492,3790,10,24.6312,24.7312,98.1940,73.4628,0.1000
Min-Min,20.0000,198,5589,4,10.3220,10.4220,98.5370,88.1150,0.1000
Min-Min,20.0000,803,2537,16,41.0042,41.1042,98.5370,57.4328,0.1000
Min-Min,20.0000,553,3555,10,28.1472,28.2472,98.9100,70.6628,0.1000
Min-Min,20.0000,973,2543,3,49.2642,49.3642,99.0200,49.6558,0.1000
Min-Min,20.0000,970,2438,0,48.9882,49.0882,99.1300,50.0418,0.1000
Min-Min,20.0000,560,3630,17,28.5616,28.6616,99.1300,70.4684,0.1000
Min-Min,20.0000,149,6643,18,7.7134,7.8134,99.2400,91.4266,0.1000
Min-Min,20.0000,516,4284,14,25.8657,25.9657,99.5000,73.5343,0.1000
Min-Min,20.0000,515,4128,13,25.8206,25.9206,99.6100,73.6894,0.1000
Min-Min,20.0000,964,2829,14,48.8439,48.9439,99.6100,50.6661,0.1000
Min-Min,20.0000,499,3974,17,25.1784,25.2784,100.0555,74.7771,0.1000
Min-Min,20.0000,174,6155,2,8.6661,8.7661,100.3855,91.6194,0.1000
Min-Min,20.0000,702,3211,17,35.5084,35.6084,100.3855,64.7771,0.1000
Min-Min,20.0000,131,6895,0,6.5911,6.6911,100.4955,93.8044,0.1000
Min-Min,20.0000,122,7706,12,6.0921,6.1921,100.4955,94.3034,0.1000
Min-Min,20.0000,750,3289,3,37.8522,37.9522,100.7155,62.7633,0.1000
Min-Min,20.0000,133,6678,2,6.6913,6.7913,101.0455,94.2542,0.1000
Min-Min,20.0000,214,5820,0,10.8532,10.9532,101.5150,90.5618,0.1000
Min-Min,20.0000,699,3732,14,35.3474,35.4474,101.6250,66.1776,0.1000
Min-Min,20.0000,618,3495,15,31.3771,31.4771,101.6250,70.1479,0.1000
Min-Min,20.0000,897,2633,9,45.8748,45.9748,101.6250,55.6502,0.1000
Min-Min,20.0000,185,6759,12,9.2583,9.3583,101.7350,92.3767,0.1000
Min-Min,20.0000,991,2653,19,50.3422,50.4422,101.9550,51.5128,0.1000
Min-Min,20.0000,187,6874,14,9.3892,9.4892,102.2850,92.7958,0.1000
Min-Min,20.0000,497,4037,15,25.0230,25.1230,102.2850,77.1620,0.1000
Min-Min,20.0000,40,9339,16,2.0418,2.1418,102.2850,100.1432,0.1000
Min-Min,20.0000,609,3482,6,30.9304,31.0304,102.3950,71.3646,0.1000
Min-Min,20.0000,885,2769,17,45.2403,45.3403,102.3950,57.0547,0.1000
Min-Min,20.0000,939,2696,10,47.5021,47.6021,102.6150,55.0129,0.1000
Min-Min,20.0000,111,7090,1,5.3932,5.4932,102.6150,97.1218,0.1000
Min-Min,20.0000,554,3258,11,28.1853,28.2853,102.7250,74.4397,0.1000
Min-Min,20.0000,242,5937,7,12.1319,12.2319,102.7250,90.4931,0.1000
Min-Min,20.0000,433,4920,12,21.9811,22.0811,103.1750,81.0939,0.1000
Min-Min,20.0000,201,6329,7,10.3697,10.4697,103.2850,92.8153,0.1000
Min-Min,20.0000,988,2605,17,50.0188,50.1188,103.2850,53.1662,0.1000
Min-Min,20.0000,551,3794,8,28.0411,28.1411,103.3950,75.2539,0.1000
Min-Min,20.0000,505,4478,3,25.4778,25.5778,103.5050,77.9272,0.1000
Min-Min,20.0000,568,4088,5,28.8847,28.9847,103.9450,74.9603,0.1000
Min-Min,20.0000,194,6226,0,9.7607,9.8607,104.1650,94.3043,0.1000
Min-Min,20.0000,840,3541,12,43.0922,43.1922,104.3850,61.1928,0.1000
Min-Min,20.0000,472,3657,11,23.8962,23.9962,104.4950,80.4988,0.1000
Min-Min,20.0000,293,5418,17,15.1210,15.2210,104.6050,89.3840,0.1000
Min-Min,20.0000,857,2948,9,43.8665,43.9665,105.1210,61.1545,0.1000
Min-Min,20.0000,634,3158,11,32.1459,32.2459,105.4510,73.2051,0.1000
Min-Min,20.0000,267,6179,12,13.6739,13.7739,105.5610,91.7871,0.1000
Min-Min,20.0000,109,7527,19,5.3464,5.4464,105.7810,100.3346,0.1000
Min-Min,20.0000,64,8789,19,3.2299,3.3299,106.0010,102.6711,0.1000
Min-Min,20.0000,639,3453,16,32.2837,32.3837,106.3310,73.9473,0.1000
Min-Min,20.0000,570,4160,7,28.9187,29.0187,106.3310,77.3123,0.1000
Min-Min,20.0000,317,5001,1,16.4175,16.5175,106.6700,90.1525,0.1000
Min-Min,20.0000,605,3789,2,30.8716,30.9716,106.6700,75.6984,0.1000
Min-Min,20.0000,998,2643,6,50.6244,50.7244,106.6700,55.9456,0.1000
Min-Min,20.0000,81,9579,14,3.9729,4.0729,106.7800,102.7071,0.1000
Min-Min,20.0000,413,5415,12,20.7571,20.8571,107.1100,86.2529,0.1000
Min-Min,20.0000,638,3833,15,32.2571,32.3571,107.1100,74.7529,0.1000
Min-Min,20.0000,981,2463,11,49.8834,49.9834,107.2200,57.2366,0.1000
Min-Min,20.0000,305,5417,9,15.8454,15.9454,107.2200,91.2746,0.1000
Min-Min,20.0000,780,3687,13,39.7892,39.8892,107.4400,67.5508,0.1000
Min-Min,20.0000,190,6608,17,9.5379,9.6379,107.4400,97.8021,0.1000
Min-Min,20.0000,264,5851,9,13.4626,13.5626,107.6600,94.0974,0.1000
Min-Min,20.0000,690,3959,5,34.9955,35.0955,107.8800,72.7845,0.1000
Min-Min,20.0000,63,9289,18,3.1805,3.2805,107.9900,104.7095,0.1000
Min-Min,20.0000,767,3495,0,38.8479,38.9479,108.1000,69.1521,0.1000
Min-Min,20.0000,704,3761,19,35.6301,35.7301,108.1000,72.3699,0.1000
Min-Min,20.0000,137,7593,6,6.9486,7.0486,108.4355,101.3869,0.1000
Min-Min,20.0000,809,3315,2,41.2132,41.3132,108.6555,67.3423,0.1000
Min-Min,20.0000,407,4828,6,20.3087,20.4087,108.6555,88.2468,0.1000
Min-Min,20.0000,565,4091,2,28.7076,28.8076,109.0155,80.2079,0.1000
Min-Min,20.0000,184,5814,11,9.1731,9.2731,109.1255,99.8524,0.1000
Min-Min,20.0000,800,3752,13,40.7365,40.8365,109.1255,68.2890,0.1000
Min-Min,20.0000,467,4483,6,23.6242,23.7242,109.2355,85.5113,0.1000
Min-Min,20.0000,277,5476,1,14.2649,14.3649,109.3455,94.9806,0.1000
Min-Min,20.0000,896,3053,8,45.8545,45.9545,109.3455,63.3910,0.1000
Min-Min,20.0000,269,6628,14,13.8001,13.9001,109.5655,95.6654,0.1000
Min-Min,20.0000,801,4134,14,40.8272,40.9272,109.6755,68.7483,0.1000
Min-Min,20.0000,361,5113,2,18.4058,18.5058,109.8955,91.3897,0.1000
Min-Min,20.0000,713,3601,8,36.0139,36.1139,109.8955,73.7816,0.1000
Min-Min,20.0000,687,3777,2,34.8079,34.9079,110.1155,75.2076,0.1000
Min-Min,20.0000,378,5037,18,19.0011,19.1011,110.2255,91.1244,0.1000
Min-Min,20.0000,171,6865,19,8.5492,8.6492,110.3355,101.6863,0.1000
Min-Min,20.0000,871,3523,3,44.4433,44.5433,110.5555,66.0122,0.1000
Min-Min,20.0000,710,4114,5,35.9003,36.0003,110.7755,74.7752,0.1000
Min-Min,20.0000,967,3207,17,48.9184,49.0184,110.8855,61.8671,0.1000
Min-Min,20.0000,707,3805,2,35.7536,35.8536,111.2580,75.4044,0.1000
Min-Min,20.0000,108,8236,18,5.2881,5.3881,111.2580,105.8699,0.1000
Min-Min,20.0000,442,4656,1,22.3289,22.4289,111.3680,88.9391,0.1000
Min-Min,20.0000,447,4732,6,22.6166,22.7166,111.3680,88.6514,0.1000
Min-Min,20.0000,757,3698,10,38.2038,38.3038,111.4780,73.1742,0.1000
Min-Min,20.0000,334,5356,18,17.1665,17.2665,111.5880,94.3215,0.1000
Min-Min,20.0000,681,4092,17,34.3210,34.4210,111.6980,77.2770,0.1000
Min-Min,20.0000,604,4044,1,30.7542,30.8542,111.9180,81.0638,0.1000
Min-Min,20.0000,119,7843,9,6.0093,6.1093,112.0280,105.9187,0.1000
Min-Min,20.0000,417,4637,16,21.1064,21.2064,112.1380,90.9316,0.1000
Min-Min,20.0000,708,4165,3,35.8097,35.9097,112.3580,76.4483,0.1000
Min-Min,20.0000,300,5259,4,15.3679,15.4679,112.5780,97.1101,0.1000
Min-Min,20.0000,100,8303,10,4.7239,4.8239,112.6880,107.8641,0.1000
Min-Min,20.0000,186,7554,13,9.3659,9.4659,112.7980,103.3321,0.1000
Min-Min,20.0000,927,3265,18,47.0578,47.1578,112.7980,65.6402,0.1000
Min-Min,20.0000,856,3378,8,43.7753,43.8753,112.9080,69.0327,0.1000
Min-Min,20.0000,508,4550,6,25.5559,25.6559,113.1280,87.4721,0.1000
Min-Min,20.0000,153,7227,2,7.8613,7.9613,113.2380,105.2767,0.1000
Min-Min,20.0000,650,3968,6,32.9427,33.0427,113.2380,80.1953,0.1000
Min-Min,20.0000,486,5160,5,24.4099,24.5099,113.4580,88.9481,0.1000
Min-Min,20.0000,394,6263,14,19.5081,19.6081,113.5680,93.9599,0.1000
Min-Min,20.0000,106,7786,16,5.1542,5.2542,113.6780,108.4238,0.1000
Min-Min,20.0000,140,7652,9,7.1025,7.2025,113.8980,106.6955,0.1000
Min-Min,20.0000,296,5897,0,15.1934,15.2934,114.0080,98.7146,0.1000
Min-Min,20.0000,725,3999,0,36.6417,36.7417,114.1180,77.3763,0.1000
Min-Min,20.0000,759,4839,12,38.2881,38.3881,114.1180,75.7299,0.1000
Min-Min,20.0000,388,5208,8,19.3034,19.4034,114.1180,94.7146,0.1000
Min-Min,20.0000,410,5285,9,20.5582,20.6582,114.2280,93.5698,0.1000
Min-Min,20.0000,928,3638,19,47.0666,47.1666,114.2280,67.0614,0.1000
Min-Min,20.0000,132,7459,1,6.6558,6.7558,114.4480,107.6922,0.1000
Min-Min,20.0000,670,4003,6,33.8374,33.9374,114.5580,80.6206,0.1000
Min-Min,20.0000,636,4752,13,32.2236,32.3236,115.2020,82.8784,0.1000
Min-Min,20.0000,718,4490,13,36.2491,36.3491,115.2020,78.8529,0.1000
Min-Min,20.0000,924,3639,15,46.8718,46.9718,115.3120,68.3402,0.1000
Min-Min,20.0000,765,3836,18,38.6885,38.7885,115.3120,76.5235,0.1000
Min-Min,20.0000,197,7566,3,10.2855,10.3855,115.4220,105.0365,0.1000
Min-Min,20.0000,319,6426,3,16.5001,16.6001,115.6420,99.0419,0.1000
Min-Min,20.0000,387,5640,7,19.2872,19.3872,115.6420,96.2548,0.1000
Min-Min,20.0000,777,3903,10,39.6531,39.7531,115.8620,76.1089,0.1000
Min-Min,20.0000,863,3828,15,43.9790,44.0790,115.9720,71.8930,0.1000
Min-Min,20.0000,461,5145,0,23.2124,23.3124,116.1920,92.8796,0.1000
Min-Min,20.0000,523,4671,1,26.4537,26.5537,116.3020,89.7483,0.1000
Min-Min,20.0000,762,4197,15,38.6126,38.7126,117.2080,78.4954,0.1000
Min-Min,20.0000,496,6103,14,24.9864,25.0864,117.3180,92.2316,0.1000
Min-Min,20.0000,637,5507,14,32.2324,32.3324,117.3180,84.9856,0.1000
Min-Min,20.0000,956,3429,6,48.5824,48.6824,117.3180,68.6356,0.1000
Min-Min,20.0000,791,3339,4,40.3437,40.4437,117.6745,77.2308,0.1000
Min-Min,20.0000,471,5065,10,23.8840,23.9840,117.8945,93.9105,0.1000
Min-Min,20.0000,596,5147,13,30.3254,30.4254,118.2480,87.8226,0.1000
Min-Min,20.0000,406,5947,5,20.2076,20.3076,118.2480,97.9404,0.1000
Min-Min,20.0000,764,4348,17,38.6390,38.7390,118.2480,79.5090,0.1000
Min-Min,20.0000,196,7069,2,10.2100,10.3100,118.3580,108.0480,0.1000
Min-Min,20.0000,259,5927,4,12.9998,13.0998,118.3580,105.2582,0.1000
Min-Min,20.0000,465,4544,4,23.5692,23.6692,118.3580,94.6888,0.1000
Min-Min,20.0000,984,4634,14,49.9770,50.0770,118.3580,68.2810,0.1000
Min-Min,20.0000,824,4169,17,42.0971,42.1971,118.4680,76.2709,0.1000
Min-Min,20.0000,735,4252,9,37.1784,37.2784,118.7980,81.5196,0.1000
Min-Min,20.0000,635,5773,12,32.1740,32.2740,119.1280,86.8540,0.1000
Min-Min,20.0000,891,4083,3,45.4126,45.5126,119.2380,73.7254,0.1000
Min-Min,20.0000,941,4915,12,47.6814,47.7814,119.3480,71.5666,0.1000
Min-Min,20.0000,221,7211,7,11.1796,11.2796,119.3480,108.0684,0.1000
Min-Min,20.0000,207,7799,13,10.6505,10.7505,119.4580,108.7075,0.1000
Min-Min,20.0000,819,5235,12,41.8464,41.9464,119.5680,77.6216,0.1000
Min-Min,20.0000,241,6941,6,12.1164,12.2164,119.6780,107.4616,0.1000
Min-Min,20.0000,125,8191,15,6.2798,6.3798,119.7880,113.4082,0.1000
Min-Min,20.0000,493,4446,11,24.7204,24.8204,120.0080,95.1876,0.1000
Min-Min,20.0000,222,6798,8,11.1949,11.2949,120.1180,108.8231,0.1000
Min-Min,20.0000,34,8738,11,1.8737,1.9737,120.2280,118.2543,0.1000
Min-Min,20.0000,965,3960,15,48.8573,48.9573,120.2280,71.2707,0.1000
Min-Min,20.0000,284,6229,8,14.4959,14.5959,120.2280,105.6321,0.1000
Min-Min,20.0000,531,5125,9,26.9533,27.0533,120.5780,93.5247,0.1000
Min-Min,20.0000,183,7423,10,9.1278,9.2278,120.6880,111.4602,0.1000
Min-Min,20.0000,139,7947,8,7.0379,7.1379,120.6880,113.5501,0.1000
Min-Min,20.0000,627,4009,4,31.8592,31.9592,120.9080,88.9488,0.1000
Min-Min,20.0000,829,4249,2,42.3921,42.4921,121.1280,78.6359,0.1000
Min-Min,20.0000,14,9918,11,0.7335,0.8335,121.2380,120.4045,0.1000
Min-Min,20.0000,440,5743,19,22.2892,22.3892,121.2380,98.8488,0.1000
Min-Min,20.0000,717,5818,12,36.2248,36.3248,121.4580,85.1332,0.1000
Min-Min,20.0000,95,9530,6,4.6538,4.7538,121.4580,116.7042,0.1000
Min-Min,20.0000,629,4647,6,31.9376,32.0376,121.4580,89.4204,0.1000
Min-Min,20.0000,366,6151,7,18.4988,18.5988,121.4580,102.8592,0.1000
Min-Min,20.0000,129,8284,19,6.4994,6.5994,121.4580,114.8586,0.1000
Min-Min,20.0000,230,6456,16,11.4386,11.5386,121.6780,110.1394,0.1000
Min-Min,20.0000,677,5187,13,34.2751,34.3751,121.7880,87.4129,0.1000
Min-Min,20.0000,979,3857,9,49.6482,49.7482,121.7880,72.0398,0.1000
Min-Min,20.0000,66,9415,1,3.2793,3.3793,121.8980,118.5187,0.1000
Min-Min,20.0000,217,7944,3,11.0122,11.1122,122.6620,111.5498,0.1000
Min-Min,20.0000,919,4065,10,46.5417,46.6417,122.7720,76.1303,0.1000
Min-Min,20.0000,200,7598,6,10.3601,10.4601,122.7720,112.3119,0.1000
Min-Min,20.0000,195,7239,1,10.1655,10.2655,122.8820,112.6165,0.1000
Min-Min,20.0000,850,4363,2,43.4812,43.5812,122.8820,79.3008,0.1000
Min-Min,20.0000,136,8659,5,6.8889,6.9889,122.9920,116.0031,0.1000
Min-Min,20.0000,712,4828,7,35.9717,36.0717,123.1020,87.0303,0.1000
Min-Min,20.0000,733,4767,7,36.9969,37.0969,123.1020,86.0051,0.1000
Min-Min,20.0000,867,4508,19,44.2744,44.3744,123.3220,78.9476,0.1000
Min-Min,20.0000,135,7722,4,6.7896,6.8896,123.4320,116.5424,0.1000
Min-Min,20.0000,680,4291,16,34.2936,34.3936,123.5420,89.1484,0.1000
Min-Min,20.0000,655,4137,11,33.1446,33.2446,123.6520,90.4074,0.1000
Min-Min,20.0000,597,6523,14,30.3504,30.4504,123.7620,93.3116,0.1000
Min-Min,20.0000,426,6269,5,21.6132,21.7132,123.8720,102.1588,0.1000
Min-Min,20.0000,434,6500,13,22.0152,22.1152,124.3200,102.2048,0.1000
Min-Min,20.0000,421,5943,0,21.2269,21.3269,124.4300,103.1031,0.1000
Min-Min,20.0000,392,7640,12,19.4219,19.5219,124.5400,105.0181,0.1000
Min-Min,20.0000,455,7269,14,23.0691,23.1691,124.5400,101.3709,0.1000
Min-Min,20.0000,209,7586,15,10.6976,10.7976,124.5400,113.7424,0.1000
Min-Min,20.0000,940,3559,11,47.5296,47.6296,124.7600,77.1304,0.1000
Min-Min,20.0000,494,7202,12,24.7788,24.8788,125.1300,100.2512,0.1000
Min-Min,20.0000,921,5789,12,46.6433,46.7433,125.1300,78.3867,0.1000
Min-Min,20.0000,422,5841,1,21.3271,21.4271,125.2400,103.8129,0.1000
Min-Min,20.0000,206,9136,12,10.5777,10.6777,125.3500,114.6723,0.1000
Min-Min,20.0000,761,6220,14,38.5806,38.6806,125.3500,86.6694,0.1000
Min-Min,20.0000,346,6493,9,17.8356,17.9356,125.4600,107.5244,0.1000
Min-Min,20.0000,94,9905,5,4.5720,4.6720,125.5700,120.8980,0.1000
Min-Min,20.0000,613,5081,10,31.2497,31.3497,125.6800,94.3303,0.1000
Min-Min,20.0000,880,5980,12,45.0777,45.1777,125.6800,80.5023,0.1000
Min-Min,20.0000,444,6408,3,22.4006,22.5006,125.6800,103.1794,0.1000
Min-Min,20.0000,821,6068,14,42.0434,42.1434,125.6800,83.5366,0.1000
Min-Min,20.0000,326,6394,10,16.8078,16.9078,125.7900,108.8822,0.1000
Min-Min,20.0000,351,8033,14,18.0525,18.1525,125.7900,107.6375,0.1000
Min-Min,20.0000,243,7023,8,12.1835,12.2835,125.7900,113.5065,0.1000
Min-Min,20.0000,154,9097,3,7.8621,7.9621,126.0100,118.0479,0.1000
Min-Min,20.0000,579,4768,16,29.2753,29.3753,126.0100,96.6347,0.1000
Min-Min,20.0000,625,5317,2,31.7996,31.8996,126.2300,94.3304,0.1000
Min-Min,20.0000,741,6444,14,37.4838,37.5838,126.2300,88.6462,0.1000
Min-Min,20.0000,282,7050,6,14.4505,14.5505,126.2300,111.6795,0.1000
Min-Min,20.0000,785,4484,18,40.0682,40.1682,126.4500,86.2818,0.1000
Min-Min,20.0000,593,5229,10,30.1197,30.2197,126.5600,96.3403,0.1000
Min-Min,20.0000,975,4699,5,49.3243,49.4243,126.5600,77.1357,0.1000
Min-Min,20.0000,474,6549,13,23.9589,24.0589,126.6700,102.6111,0.1000
Min-Min,20.0000,501,5967,19,25.2916,25.3916,126.6700,101.2784,0.1000
Min-Min,20.0000,839,3877,11,42.9175,43.0175,126.7800,83.7625,0.1000
Min-Min,20.0000,260,7652,5,13.0373,13.1373,126.8900,113.7527,0.1000
Min-Min,20.0000,285,7110,9,14.5229,14.6229,126.8900,112.2671,0.1000
Min-Min,20.0000,390,6191,10,19.3832,19.4832,127.0000,107.5168,0.1000
Min-Min,20.0000,961,3688,11,48.6965,48.7965,127.1100,78.3135,0.1000
Min-Min,20.0000,123,9811,13,6.1784,6.2784,127.1100,120.8316,0.1000
Min-Min,20.0000,386,6370,6,19.2423,19.3423,127.1100,107.7677,0.1000
Min-Min,20.0000,328,8543,12,16.8655,16.9655,127.3300,110.3645,0.1000
Min-Min,20.0000,375,6699,15,18.8245,18.9245,127.3300,108.4055,0.1000
Min-Min,20.0000,141,8472,10,7.1817,7.2817,127.5500,120.2683,0.1000
Min-Min,20.0000,202,7524,8,10.4041,10.5041,127.7700,117.2659,0.1000
Min-Min,20.0000,769,5062,2,38.9489,39.0489,127.8800,88.8311,0.1000
Min-Min,20.0000,575,7616,12,29.1060,29.2060,128.2100,99.0040,0.1000
Min-Min,20.0000,963,5067,13,48.8414,48.9414,128.2100,79.2686,0.1000
Min-Min,20.0000,632,5377,9,32.0332,32.1332,128.2100,96.0768,0.1000
Min-Min,20.0000,932,4745,3,47.3307,47.4307,128.3200,80.8893,0.1000
Min-Min,20.0000,436,6455,15,22.1668,22.2668,128.3200,106.0532,0.1000
Min-Min,20.0000,189,7275,16,9.5329,9.6329,128.3200,118.6871,0.1000
Min-Min,20.0000,420,6486,19,21.1722,21.2722,128.4300,107.1578,0.1000
Min-Min,20.0000,569,5528,6,28.8936,28.9936,128.5400,99.5464,0.1000
Min-Min,20.0000,799,7007,12,40.7191,40.8191,128.6500,87.8309,0.1000
Min-Min,20.0000,208,9938,14,10.6878,10.7878,128.6500,117.8622,0.1000
Min-Min,20.0000,278,7309,2,14.2685,14.3685,128.8700,114.5015,0.1000
Min-Min,20.0000,415,8449,14,20.9082,21.0082,128.8700,107.8618,0.1000
Min-Min,20.0000,749,5245,2,37.7903,37.8903,128.9800,91.0897,0.1000
Min-Min,20.0000,962,6761,12,48.7948,48.8948,129.0900,80.1952,0.1000
Min-Min,20.0000,309,7890,13,15.9179,16.0179,129.0900,113.0721,0.1000
Min-Min,20.0000,479,5708,18,24.1962,24.2962,129.0900,104.7938,0.1000
Min-Min,20.0000,656,7690,12,33.2343,33.3343,129.2000,95.8657,0.1000
Min-Min,20.0000,738,7405,12,37.3921,37.4921,129.2000,91.7079,0.1000
Min-Min,20.0000,659,5644,15,33.4512,33.5512,129.2000,95.6488,0.1000
Min-Min,20.0000,814,5000,7,41.3766,41.4766,129.2000,87.7234,0.1000
Min-Min,20.0000,318,7047,2,16.4844,16.5844,129.3100,112.7256,0.1000
Min-Min,20.0000,873,5228,5,44.5219,44.6219,129.4200,84.7981,0.1000
Min-Min,20.0000,893,5195,5,45.5531,45.6531,129.5300,83.8769,0.1000
Min-Min,20.0000,644,5374,1,32.6869,32.7869,129.6400,96.8531,0.1000
Min-Min,20.0000,900,7780,12,46.0382,46.1382,130.0800,83.9418,0.1000
Min-Min,20.0000,204,7870,10,10.5154,10.6154,130.1900,119.5746,0.1000
Min-Min,20.0000,889,4769,1,45.3482,45.4482,130.1900,84.7418,0.1000
Min-Min,20.0000,238,8473,3,11.7206,11.8206,130.1900,118.3694,0.1000
Min-Min,20.0000,520,5641,18,26.0900,26.1900,130.3000,104.1100,0.1000
Min-Min,20.0000,481,6141,0,24.2576,24.3576,130.4100,106.0524,0.1000
Min-Min,20.0000,527,6473,5,26.7059,26.8059,130.4100,103.6041,0.1000
Min-Min,20.0000,250,7892,15,12.5539,12.6539,130.4100,117.7561,0.1000
Min-Min,20.0000,678,7840,14,34.2787,34.3787,130.5200,96.1413,0.1000
Min-Min,20.0000,400,6829,19,19.9594,20.0594,130.6300,110.5706,0.1000
Min-Min,20.0000,599,4996,16,30.4024,30.5024,130.8500,100.3476,0.1000
Min-Min,20.0000,676,9295,12,34.2628,34.3628,130.9600,96.5972,0.1000
Min-Min,20.0000,883,5216,15,45.2180,45.3180,130.9600,85.6420,0.1000
Min-Min,20.0000,389,6830,9,19.3159,19.4159,130.9600,111.5441,0.1000
Min-Min,20.0000,739,6063,13,37.4025,37.5025,131.0700,93.5675,0.1000
Min-Min,20.0000,181,8131,8,9.0198,9.1198,131.0700,121.9502,0.1000
Min-Min,20.0000,536,8646,14,27.2039,27.3039,131.1800,103.8761,0.1000
Min-Min,20.0000,997,5160,5,50.5322,50.6322,131.1800,80.5478,0.1000
Min-Min,20.0000,758,4427,11,38.2692,38.3692,131.4000,93.0308,0.1000
Min-Min,20.0000,178,8837,6,8.9449,9.0449,131.4000,122.3551,0.1000
Min-Min,20.0000,969,5086,19,48.9524,49.0524,131.5100,82.4576,0.1000
Min-Min,20.0000,654,5520,10,33.1194,33.2194,131.6200,98.4006,0.1000
Min-Min,20.0000,617,8536,14,31.3711,31.4711,131.6200,100.1489,0.1000
Min-Min,20.0000,882,7666,14,45.1591,45.2591,131.6200,86.3609,0.1000
Min-Min,20.0000,297,7161,1,15.2585,15.3585,131.7300,116.3715,0.1000
Min-Min,20.0000,667,5921,3,33.7281,33.8281,131.7300,97.9019,0.1000
Min-Min,20.0000,783,4504,16,39.9240,40.0240,131.7300,91.7060,0.1000
Min-Min,20.0000,265,7471,10,13.5486,13.6486,131.9500,118.3014,0.1000
Min-Min,20.0000,107,9854,17,5.2443,5.3443,131.9500,126.6057,0.1000
Min-Min,20.0000,150,8924,19,7.7532,7.8532,132.0600,124.2068,0.1000
Min-Min,20.0000,229,8322,15,11.3942,11.4942,132.1700,120.6758,0.1000
Min-Min,20.0000,858,5046,10,43.8741,43.9741,132.3900,88.4159,0.1000
Min-Min,20.0000,454,7404,13,23.0052,23.1052,132.3900,109.2848,0.1000
