Algorithm,Lambda,CloudletId,Length,VmId,SubmissionTime,StartTime,FinishTime,ExecutionTime,WaitingTime
FCFS,20.0000,827,6461,7,42.3300,42.4300,133.7245,91.2945,0.1000
FCFS,20.0000,917,7430,17,46.4842,46.5842,133.7245,87.1403,0.1000
FCFS,20.0000,726,6095,6,36.6841,36.7841,133.8345,97.0504,0.1000
FCFS,20.0000,590,6881,10,29.9041,30.0041,133.9445,103.9404,0.1000
FCFS,20.0000,744,6639,4,37.6313,37.7313,133.9445,96.2132,0.1000
FCFS,20.0000,617,8536,17,31.3711,31.4711,134.1645,102.6934,0.1000
FCFS,20.0000,669,6709,9,33.7966,33.8966,134.1645,100.2679,0.1000
FCFS,20.0000,311,8025,11,16.1027,16.2027,134.3845,118.1818,0.1000
FCFS,20.0000,801,4134,1,40.8272,40.9272,134.4945,93.5673,0.1000
FCFS,20.0000,773,6962,13,39.1621,39.2621,134.4945,95.2324,0.1000
FCFS,20.0000,526,6989,6,26.6193,26.7193,134.4945,107.7752,0.1000
FCFS,20.0000,810,6236,10,41.2225,41.3225,134.6045,93.2820,0.1000
FCFS,20.0000,364,8384,4,18.4458,18.5458,134.6045,116.0587,0.1000
FCFS,20.0000,276,7976,16,14.2399,14.3399,134.6045,120.2646,0.1000
FCFS,20.0000,883,5216,3,45.2180,45.3180,134.7145,89.3965,0.1000
FCFS,20.0000,813,6938,13,41.3345,41.4345,134.7145,93.2800,0.1000
FCFS,20.0000,963,5067,3,48.8414,48.9414,134.8245,85.8831,0.1000
FCFS,20.0000,729,6691,9,36.7741,36.8741,134.8245,97.9504,0.1000
FCFS,20.0000,404,8252,4,20.1452,20.2452,134.9345,114.6893,0.1000
FCFS,20.0000,799,7007,19,40.7191,40.8191,134.9345,94.1154,0.1000
FCFS,20.0000,440,5743,0,22.2892,22.3892,135.0445,112.6553,0.1000
FCFS,20.0000,975,4699,15,49.3243,49.4243,135.0445,85.6202,0.1000
FCFS,20.0000,793,7196,13,40.4446,40.5446,135.2645,94.7199,0.1000
FCFS,20.0000,511,7115,11,25.6503,25.7503,135.3745,109.6242,0.1000
FCFS,20.0000,517,9814,17,25.9074,26.0074,135.3745,109.3671,0.1000
FCFS,20.0000,977,8521,17,49.5222,49.6222,135.5945,85.9723,0.1000
FCFS,20.0000,607,7496,7,30.9019,31.0019,135.7045,104.7026,0.1000
FCFS,20.0000,802,5615,2,40.9528,41.0528,135.8145,94.7617,0.1000
FCFS,20.0000,522,6452,2,26.4189,26.5189,135.9245,109.4056,0.1000
FCFS,20.0000,424,8380,4,21.4913,21.5913,136.0345,114.4432,0.1000
FCFS,20.0000,737,9722,17,37.2895,37.3895,136.1445,98.7550,0.1000
FCFS,20.0000,379,9211,19,19.0214,19.1214,136.2545,117.1331,0.1000
FCFS,20.0000,459,8746,19,23.1322,23.2322,136.2545,113.0223,0.1000
FCFS,20.0000,429,8270,9,21.7801,21.8801,136.3645,114.4844,0.1000
FCFS,20.0000,624,7604,4,31.7113,31.8113,136.4745,104.6632,0.1000
FCFS,20.0000,255,7848,15,12.8026,12.9026,136.4745,123.5719,0.1000
FCFS,20.0000,351,8033,11,18.0525,18.1525,136.5845,118.4320,0.1000
FCFS,20.0000,573,8530,13,29.0927,29.1927,136.5845,107.3918,0.1000
FCFS,20.0000,864,6905,4,44.0419,44.1419,136.5845,92.4426,0.1000
FCFS,20.0000,168,9629,8,8.3355,8.4355,136.6945,128.2590,0.1000
FCFS,20.0000,653,8497,13,33.0248,33.1248,136.9145,103.7897,0.1000
FCFS,20.0000,794,6032,14,40.4611,40.5611,136.9145,96.3534,0.1000
FCFS,20.0000,635,5773,15,32.1740,32.2740,136.9145,104.6405,0.1000
FCFS,20.0000,763,5774,3,38.6368,38.7368,137.0245,98.2877,0.1000
FCFS,20.0000,356,7778,16,18.2140,18.3140,137.0245,118.7105,0.1000
FCFS,20.0000,341,6031,1,17.4868,17.5868,137.1345,119.5477,0.1000
FCFS,20.0000,542,6523,2,27.5306,27.6306,137.2445,109.6139,0.1000
FCFS,20.0000,724,7576,4,36.5925,36.6925,137.2445,100.5520,0.1000
FCFS,20.0000,246,9448,6,12.4413,12.5413,137.2445,124.7032,0.1000
FCFS,20.0000,350,8644,10,18.0002,18.1002,137.3545,119.2543,0.1000
FCFS,20.0000,865,5677,5,44.0727,44.1727,137.3545,93.1818,0.1000
FCFS,20.0000,948,5704,8,48.0069,48.1069,137.3545,89.2476,0.1000
FCFS,20.0000,949,6881,9,48.0644,48.1644,137.3545,89.1901,0.1000
FCFS,20.0000,176,9318,16,8.7180,8.8180,137.4645,128.6465,0.1000
FCFS,20.0000,368,7864,8,18.5151,18.6151,137.5745,118.9594,0.1000
FCFS,20.0000,619,8712,19,31.3829,31.4829,137.5745,106.0916,0.1000
FCFS,20.0000,494,7202,14,24.7788,24.8788,137.6845,112.8057,0.1000
FCFS,20.0000,519,9163,19,26.0305,26.1305,137.6845,111.5540,0.1000
FCFS,20.0000,520,5641,0,26.0900,26.1900,137.7945,111.6045,0.1000
FCFS,20.0000,714,6384,14,36.0333,36.1333,137.7945,101.6612,0.1000
FCFS,20.0000,743,5939,3,37.6260,37.7260,138.0145,100.2885,0.1000
FCFS,20.0000,454,7404,14,23.0052,23.1052,138.0145,114.9093,0.1000
FCFS,20.0000,985,5473,5,49.9854,50.0854,138.0145,87.9291,0.1000
FCFS,20.0000,959,8049,19,48.6003,48.7003,138.0145,89.3142,0.1000
FCFS,20.0000,212,9043,12,10.8304,10.9304,138.1245,127.1941,0.1000
FCFS,20.0000,718,4490,18,36.2491,36.3491,138.1245,101.7754,0.1000
FCFS,20.0000,904,7577,4,46.1537,46.2537,138.2345,91.9808,0.1000
FCFS,20.0000,633,9901,13,32.0581,32.1581,138.3445,106.1864,0.1000
FCFS,20.0000,859,8644,19,43.9020,44.0020,138.3445,94.3425,0.1000
FCFS,20.0000,367,9171,7,18.5066,18.6066,138.5645,119.9579,0.1000
FCFS,20.0000,191,9781,11,9.6602,9.7602,138.6745,128.9143,0.1000
FCFS,20.0000,431,7909,11,21.8419,21.9419,138.6745,116.7326,0.1000
FCFS,20.0000,647,7970,7,32.7293,32.8293,138.6745,105.8452,0.1000
FCFS,20.0000,528,7195,8,26.7684,26.8684,138.6745,111.8061,0.1000
FCFS,20.0000,123,9811,3,6.1784,6.2784,138.7845,132.5061,0.1000
FCFS,20.0000,295,7637,15,15.1435,15.2435,138.7845,123.5410,0.1000
FCFS,20.0000,369,9541,9,18.5965,18.6965,138.7845,120.0880,0.1000
FCFS,20.0000,200,7598,0,10.3601,10.4601,138.8945,128.4344,0.1000
FCFS,20.0000,241,6941,1,12.1164,12.2164,138.8945,126.6781,0.1000
FCFS,20.0000,846,6634,6,43.2649,43.3649,138.8945,95.5296,0.1000
FCFS,20.0000,758,4427,18,38.2692,38.3692,138.8945,100.5253,0.1000
FCFS,20.0000,853,9922,13,43.6965,43.7965,139.0045,95.2080,0.1000
FCFS,20.0000,524,9374,4,26.5303,26.6303,139.1145,112.4842,0.1000
FCFS,20.0000,844,8434,4,43.1391,43.2391,139.2245,95.9854,0.1000
FCFS,20.0000,331,8609,11,16.9961,17.0961,139.6405,122.5444,0.1000
FCFS,20.0000,736,6649,16,37.2781,37.3781,139.6405,102.2624,0.1000
FCFS,20.0000,327,9625,7,16.8162,16.9162,139.6405,122.7243,0.1000
FCFS,20.0000,727,7928,7,36.7177,36.8177,139.6405,102.8228,0.1000
FCFS,20.0000,771,6767,11,39.0074,39.1074,139.7505,100.6431,0.1000
FCFS,20.0000,776,6542,16,39.6198,39.7198,139.7505,100.0307,0.1000
FCFS,20.0000,591,7389,11,29.9988,30.0988,139.8605,109.7617,0.1000
FCFS,20.0000,930,6828,10,47.1881,47.2881,139.9705,92.6824,0.1000
FCFS,20.0000,532,6811,12,27.0208,27.1208,139.9705,112.8497,0.1000
FCFS,20.0000,392,7640,12,19.4219,19.5219,140.0805,120.5586,0.1000
FCFS,20.0000,674,6874,14,34.2156,34.3156,140.0805,105.7649,0.1000
FCFS,20.0000,849,8307,9,43.4350,43.5350,140.0805,96.5455,0.1000
FCFS,20.0000,886,6822,6,45.2754,45.3754,140.1905,94.8151,0.1000
FCFS,20.0000,529,9371,9,26.9173,27.0173,140.1905,113.1732,0.1000
FCFS,20.0000,221,7211,1,11.1796,11.2796,140.3005,129.0209,0.1000
FCFS,20.0000,266,9845,6,13.6528,13.7528,140.3005,126.5477,0.1000
FCFS,20.0000,804,9834,4,41.0306,41.1306,140.5205,99.3899,0.1000
FCFS,20.0000,315,7625,15,16.3793,16.4793,140.6305,124.1512,0.1000
FCFS,20.0000,490,8509,10,24.5296,24.6296,140.8505,116.2209,0.1000
FCFS,20.0000,789,9196,9,40.3044,40.4044,140.8505,100.4461,0.1000
FCFS,20.0000,916,6388,16,46.4377,46.5377,140.9605,94.4228,0.1000
FCFS,20.0000,811,6925,11,41.2891,41.3891,141.0705,99.6814,0.1000
FCFS,20.0000,722,6480,2,36.3979,36.4979,141.0705,104.5726,0.1000
FCFS,20.0000,443,7383,3,22.3356,22.4356,141.0705,118.6349,0.1000
FCFS,20.0000,806,7326,6,41.0697,41.1697,141.1805,100.0108,0.1000
FCFS,20.0000,547,9106,7,27.7112,27.8112,141.2905,113.4793,0.1000
FCFS,20.0000,328,8543,8,16.8655,16.9655,141.4005,124.4350,0.1000
FCFS,20.0000,795,5694,15,40.5275,40.6275,141.6205,100.9930,0.1000
FCFS,20.0000,929,9573,9,47.1633,47.2633,141.6205,94.3572,0.1000
FCFS,20.0000,987,8055,7,50.0083,50.1083,141.8730,91.7647,0.1000
FCFS,20.0000,626,8163,6,31.8160,31.9160,141.9830,110.0670,0.1000
FCFS,20.0000,142,9861,2,7.2683,7.3683,142.0930,134.7247,0.1000
FCFS,20.0000,686,7996,6,34.7874,34.8874,142.0930,107.2056,0.1000
FCFS,20.0000,421,5943,1,21.2269,21.3269,142.2030,120.8761,0.1000
FCFS,20.0000,906,7383,6,46.2533,46.3533,142.2030,95.8497,0.1000
FCFS,20.0000,907,8386,7,46.2761,46.3761,142.2030,95.8269,0.1000
FCFS,20.0000,500,6079,0,25.2385,25.3385,142.3130,116.9745,0.1000
FCFS,20.0000,587,9479,7,29.7220,29.8220,142.4230,112.6010,0.1000
FCFS,20.0000,448,8061,8,22.6405,22.7405,142.5330,119.7925,0.1000
FCFS,20.0000,370,9596,10,18.6246,18.7246,142.7530,124.0284,0.1000
FCFS,20.0000,866,7830,6,44.1192,44.2192,142.7530,98.5338,0.1000
FCFS,20.0000,420,6486,0,21.1722,21.2722,142.8630,121.5908,0.1000
FCFS,20.0000,748,6952,8,37.7786,37.8786,142.8630,104.9844,0.1000
FCFS,20.0000,602,7080,2,30.4801,30.5801,142.9730,112.3929,0.1000
FCFS,20.0000,818,4487,18,41.7908,41.8908,142.9730,101.0822,0.1000
FCFS,20.0000,983,5963,3,49.9698,50.0698,143.0830,93.0132,0.1000
FCFS,20.0000,747,9605,7,37.7579,37.8579,143.0830,105.2251,0.1000
FCFS,20.0000,205,9618,5,10.5377,10.6377,143.1930,132.5553,0.1000
FCFS,20.0000,847,9352,7,43.2950,43.3950,143.1930,99.7980,0.1000
FCFS,20.0000,868,6660,8,44.2919,44.3919,143.3030,98.9111,0.1000
FCFS,20.0000,995,5397,15,50.4971,50.5971,143.4130,92.8159,0.1000
FCFS,20.0000,775,5950,15,39.3540,39.4540,143.5230,104.0690,0.1000
FCFS,20.0000,648,7383,8,32.7492,32.8492,143.5230,110.6738,0.1000
FCFS,20.0000,450,9345,10,22.7236,22.8236,143.6330,120.8094,0.1000
FCFS,20.0000,851,7434,11,43.5513,43.6513,143.6330,99.9817,0.1000
FCFS,20.0000,703,6753,3,35.6183,35.7183,143.7430,108.0247,0.1000
FCFS,20.0000,208,9938,8,10.6878,10.7878,143.7430,132.9552,0.1000
FCFS,20.0000,462,7761,2,23.5107,23.6107,143.9630,120.3523,0.1000
FCFS,20.0000,275,8300,15,14.2369,14.3369,144.0730,129.7361,0.1000
FCFS,20.0000,926,9077,6,47.0440,47.1440,144.1830,97.0390,0.1000
FCFS,20.0000,805,6676,5,41.0654,41.1654,144.4030,103.2376,0.1000
FCFS,20.0000,656,7690,16,33.2343,33.3343,144.4030,111.0687,0.1000
FCFS,20.0000,954,6885,14,48.4950,48.5950,144.5130,95.9180,0.1000
FCFS,20.0000,786,9960,6,40.1026,40.2026,144.6230,104.4204,0.1000
FCFS,20.0000,260,7652,0,13.0373,13.1373,144.7330,131.5957,0.1000
FCFS,20.0000,414,8760,14,20.8217,20.9217,144.7330,123.8113,0.1000
FCFS,20.0000,455,7269,15,23.0691,23.1691,144.7330,121.5639,0.1000
FCFS,20.0000,855,5847,15,43.7630,43.8630,144.7330,100.8700,0.1000
FCFS,20.0000,562,7514,2,28.6261,28.7261,144.8430,116.1169,0.1000
FCFS,20.0000,314,9326,14,16.3715,16.4715,144.8430,128.3715,0.1000
FCFS,20.0000,894,7084,14,45.6147,45.7147,144.8430,99.1283,0.1000
FCFS,20.0000,914,7048,14,46.4130,46.5130,144.8430,98.3300,0.1000
FCFS,20.0000,236,9964,16,11.5833,11.6833,145.0630,133.3797,0.1000
FCFS,20.0000,400,6829,0,19.9594,20.0594,145.1730,125.1136,0.1000
FCFS,20.0000,141,8472,1,7.1817,7.2817,145.1730,137.8913,0.1000
FCFS,20.0000,931,7673,11,47.2288,47.3288,145.1730,97.8442,0.1000
FCFS,20.0000,951,7630,11,48.0999,48.1999,145.1730,96.9731,0.1000
FCFS,20.0000,203,9502,3,10.4625,10.5625,145.1730,134.6105,0.1000
FCFS,20.0000,81,9579,1,3.9729,4.0729,145.2830,141.2101,0.1000
FCFS,20.0000,628,7827,8,31.8725,31.9725,145.2830,113.3105,0.1000
FCFS,20.0000,691,8435,11,35.0111,35.1111,145.3930,110.2819,0.1000
FCFS,20.0000,665,7246,5,33.6496,33.7496,145.5030,111.7534,0.1000
FCFS,20.0000,491,9396,11,24.5428,24.6428,145.7230,121.0802,0.1000
FCFS,20.0000,754,7787,14,37.9916,38.0916,145.8330,107.7414,0.1000
FCFS,20.0000,445,8204,5,22.4346,22.5346,145.9430,123.4084,0.1000
FCFS,20.0000,808,7413,8,41.1108,41.2108,145.9430,104.7322,0.1000
FCFS,20.0000,822,7035,2,42.0594,42.1594,146.0530,103.8936,0.1000
FCFS,20.0000,962,6761,2,48.7948,48.8948,146.0530,97.1582,0.1000
FCFS,20.0000,874,7514,14,44.5815,44.6815,146.0530,101.3715,0.1000
FCFS,20.0000,671,8931,11,33.8518,33.9518,146.1630,112.2112,0.1000
FCFS,20.0000,642,7535,2,32.5020,32.6020,146.1630,113.5610,0.1000
FCFS,20.0000,365,8704,5,18.4575,18.5575,146.1630,127.6055,0.1000
FCFS,20.0000,280,7607,0,14.3978,14.4978,146.2730,131.7752,0.1000
FCFS,20.0000,950,8364,10,48.0669,48.1669,146.3830,98.2161,0.1000
FCFS,20.0000,302,9087,2,15.4982,15.5982,146.4930,130.8948,0.1000
FCFS,20.0000,942,6897,2,47.6920,47.7920,146.4930,98.7010,0.1000
FCFS,20.0000,510,9901,10,25.5789,25.6789,146.6030,120.9241,0.1000
FCFS,20.0000,610,9454,10,31.0119,31.1119,146.7130,115.6011,0.1000
FCFS,20.0000,380,7118,0,19.0478,19.1478,146.9330,127.7852,0.1000
FCFS,20.0000,911,9031,11,46.3423,46.4423,146.9330,100.4907,0.1000
FCFS,20.0000,536,8646,16,27.2039,27.3039,146.9330,119.6291,0.1000
FCFS,20.0000,630,9554,10,31.9488,32.0488,147.0430,114.9942,0.1000
FCFS,20.0000,181,8131,1,9.0198,9.1198,147.0430,137.9232,0.1000
FCFS,20.0000,716,8143,16,36.2149,36.3149,147.2630,110.9481,0.1000
FCFS,20.0000,830,9165,10,42.4360,42.5360,147.3730,104.8370,0.1000
FCFS,20.0000,696,8218,16,35.2686,35.3686,147.3730,112.0044,0.1000
FCFS,20.0000,971,9462,11,49.0936,49.1936,147.4830,98.2894,0.1000
FCFS,20.0000,774,8555,14,39.2333,39.3333,147.5930,108.2597,0.1000
FCFS,20.0000,485,8301,5,24.3878,24.4878,147.5930,123.1052,0.1000
FCFS,20.0000,945,6824,5,47.8552,47.9552,147.5930,99.6378,0.1000
FCFS,20.0000,408,9447,8,20.4520,20.5520,147.5930,127.0410,0.1000
FCFS,20.0000,501,5967,1,25.2916,25.3916,147.8130,122.4214,0.1000
FCFS,20.0000,402,9126,2,20.0170,20.1170,147.9230,127.8060,0.1000
FCFS,20.0000,992,6152,12,50.4208,50.5208,147.9230,97.4022,0.1000
FCFS,20.0000,910,9562,10,46.3346,46.4346,148.0330,101.5984,0.1000
FCFS,20.0000,383,8725,3,19.2037,19.3037,148.0330,128.7293,0.1000
FCFS,20.0000,882,7666,2,45.1591,45.2591,148.1430,102.8839,0.1000
FCFS,20.0000,675,6845,15,34.2582,34.3582,148.1430,113.7848,0.1000
FCFS,20.0000,996,7728,16,50.5189,50.6189,148.2530,97.6341,0.1000
FCFS,20.0000,890,9968,10,45.3652,45.4652,148.3630,102.8978,0.1000
FCFS,20.0000,343,8950,3,17.7145,17.8145,148.4730,130.6585,0.1000
FCFS,20.0000,545,8238,5,27.6402,27.7402,148.5830,120.8428,0.1000
FCFS,20.0000,922,7969,2,46.7541,46.8541,148.6930,101.8389,0.1000
FCFS,20.0000,502,9197,2,25.3308,25.4308,148.8030,123.3722,0.1000
FCFS,20.0000,481,6141,1,24.2576,24.3576,148.9130,124.5554,0.1000
FCFS,20.0000,283,9513,3,14.4917,14.5917,149.1330,134.5413,0.1000
FCFS,20.0000,974,9111,14,49.2738,49.3738,149.1330,99.7592,0.1000
FCFS,20.0000,994,9065,14,50.4550,50.5550,149.1330,98.5780,0.1000
FCFS,20.0000,423,8714,3,21.4538,21.5538,149.2430,127.6892,0.1000
FCFS,20.0000,385,9209,5,19.2402,19.3402,149.2430,129.9028,0.1000
FCFS,20.0000,834,9596,14,42.6451,42.7451,149.3530,106.6079,0.1000
FCFS,20.0000,345,9499,5,17.7420,17.8420,149.5730,131.7310,0.1000
FCFS,20.0000,905,7409,5,46.1599,46.2599,149.6830,103.4231,0.1000
FCFS,20.0000,405,9266,5,20.1591,20.2591,149.7930,129.5339,0.1000
FCFS,20.0000,782,9413,2,39.9041,40.0041,149.9030,109.8989,0.1000
FCFS,20.0000,976,8457,16,49.3527,49.4527,149.9030,100.4503,0.1000
FCFS,20.0000,723,7786,3,36.5385,36.6385,150.0130,113.3745,0.1000
FCFS,20.0000,676,9295,16,34.2628,34.3628,150.1230,115.7602,0.1000
FCFS,20.0000,816,9152,16,41.7441,41.8441,150.4530,108.6089,0.1000
FCFS,20.0000,752,7064,12,37.9649,38.0649,150.5630,112.4981,0.1000
FCFS,20.0000,823,7694,3,42.0778,42.1778,150.6730,108.4952,0.1000
FCFS,20.0000,796,9359,16,40.5661,40.6661,150.6730,110.0069,0.1000
FCFS,20.0000,888,8660,8,45.3264,45.4264,150.6730,105.2466,0.1000
FCFS,20.0000,908,8612,8,46.2874,46.3874,150.6730,104.2856,0.1000
FCFS,20.0000,941,4915,1,47.6814,47.7814,150.7830,103.0016,0.1000
FCFS,20.0000,575,7616,15,29.1060,29.2060,151.0030,121.7970,0.1000
FCFS,20.0000,668,9456,8,33.7772,33.8772,151.0030,117.1258,0.1000
FCFS,20.0000,688,9491,8,34.8519,34.9519,151.1130,116.1611,0.1000
FCFS,20.0000,828,9036,8,42.3433,42.4433,151.1130,108.6697,0.1000
FCFS,20.0000,915,6647,15,46.4263,46.5263,151.2230,104.6967,0.1000
FCFS,20.0000,160,9374,0,8.1176,8.2176,151.3330,143.1154,0.1000
FCFS,20.0000,415,8449,15,20.9082,21.0082,151.3330,130.3248,0.1000
FCFS,20.0000,463,9154,3,23.5175,23.6175,151.4430,127.8255,0.1000
FCFS,20.0000,936,9899,16,47.4501,47.5501,151.5530,104.0029,0.1000
FCFS,20.0000,880,5980,0,45.0777,45.1777,151.6630,106.4853,0.1000
FCFS,20.0000,441,6550,1,22.3081,22.4081,151.7730,129.3649,0.1000
FCFS,20.0000,583,8796,3,29.5122,29.6122,151.7730,122.1608,0.1000
FCFS,20.0000,843,8051,3,43.1178,43.2178,151.8830,108.6652,0.1000
FCFS,20.0000,220,8818,0,11.1413,11.2413,152.1030,140.8617,0.1000
FCFS,20.0000,683,8694,3,34.5045,34.6045,152.2130,117.6085,0.1000
FCFS,20.0000,968,9810,8,48.9372,49.0372,152.2130,103.1758,0.1000
FCFS,20.0000,623,9252,3,31.6514,31.7514,152.5430,120.7916,0.1000
FCFS,20.0000,320,8098,0,16.5018,16.6018,152.6530,136.0512,0.1000
FCFS,20.0000,585,9880,5,29.6024,29.7024,152.7630,123.0606,0.1000
FCFS,20.0000,643,9580,3,32.6503,32.7503,152.9830,120.2327,0.1000
FCFS,20.0000,845,9218,5,43.2599,43.3599,152.9830,109.6231,0.1000
FCFS,20.0000,925,9007,5,47.0249,47.1249,152.9830,105.8581,0.1000
FCFS,20.0000,278,7309,18,14.2685,14.3685,153.2030,138.8345,0.1000
FCFS,20.0000,705,9959,5,35.6324,35.7324,153.3130,117.5806,0.1000
FCFS,20.0000,858,5046,18,43.8741,43.9741,153.3130,109.3389,0.1000
FCFS,20.0000,318,7047,18,16.4844,16.5844,153.9995,137.4151,0.1000
FCFS,20.0000,432,8776,12,21.8982,21.9982,154.2195,132.2213,0.1000
FCFS,20.0000,935,7273,15,47.4055,47.5055,154.5645,107.0590,0.1000
FCFS,20.0000,832,7262,12,42.4714,42.5714,154.7845,112.2131,0.1000
FCFS,20.0000,875,7422,15,44.7011,44.8011,154.7845,109.9834,0.1000
FCFS,20.0000,980,6303,0,49.7093,49.8093,154.8945,105.0852,0.1000
FCFS,20.0000,395,9338,15,19.7108,19.8108,155.1145,135.3037,0.1000
FCFS,20.0000,798,5340,18,40.6275,40.7275,155.5845,114.8570,0.1000
FCFS,20.0000,955,7510,15,48.5457,48.6457,155.6945,107.0488,0.1000
FCFS,20.0000,960,6602,0,48.6580,48.7580,156.3240,107.5660,0.1000
FCFS,20.0000,895,7857,15,45.7817,45.8817,156.4340,110.5523,0.1000
FCFS,20.0000,892,7374,12,45.5016,45.6016,157.0250,111.4234,0.1000
FCFS,20.0000,352,9630,12,18.0718,18.1718,157.2450,139.0732,0.1000
FCFS,20.0000,695,8855,15,35.2565,35.3565,157.4650,122.1085,0.1000
FCFS,20.0000,920,6916,0,46.6254,46.7254,157.5750,110.8496,0.1000
FCFS,20.0000,121,9917,1,6.0772,6.1772,158.1045,151.9273,0.1000
FCFS,20.0000,601,6480,1,30.4442,30.5442,158.1045,127.5603,0.1000
FCFS,20.0000,381,7461,1,19.0480,19.1480,158.2145,139.0665,0.1000
FCFS,20.0000,692,8138,12,35.1495,35.2495,158.3245,123.0750,0.1000
FCFS,20.0000,360,8928,0,18.3948,18.4948,158.4345,139.9397,0.1000
FCFS,20.0000,535,9939,15,27.1446,27.2446,158.5445,131.2999,0.1000
FCFS,20.0000,755,9352,15,38.0586,38.1586,158.7645,120.6059,0.1000
FCFS,20.0000,835,9325,15,42.6459,42.7459,158.9845,116.2386,0.1000
FCFS,20.0000,772,8036,12,39.0424,39.1424,159.3145,120.1721,0.1000
FCFS,20.0000,715,9978,15,36.1457,36.2457,159.3145,123.0688,0.1000
FCFS,20.0000,921,5789,1,46.6433,46.7433,159.6445,112.9012,0.1000
FCFS,20.0000,621,6588,1,31.4637,31.5637,159.7545,128.1908,0.1000
FCFS,20.0000,820,7666,0,41.8684,41.9684,159.8645,117.8961,0.1000
FCFS,20.0000,732,8273,12,36.9775,37.0775,159.9745,122.8970,0.1000
FCFS,20.0000,761,6220,1,38.5806,38.6806,160.1945,121.5139,0.1000
FCFS,20.0000,872,7889,12,44.4720,44.5720,160.1945,115.6225,0.1000
FCFS,20.0000,821,6068,1,42.0434,42.1434,160.3045,118.1611,0.1000
FCFS,20.0000,572,8903,12,29.0521,29.1521,160.3045,131.1524,0.1000
FCFS,20.0000,600,8474,0,30.4363,30.5363,160.5245,129.9882,0.1000
FCFS,20.0000,672,8560,12,34.1434,34.2434,160.5245,126.2811,0.1000
FCFS,20.0000,640,8443,0,32.3560,32.4560,160.8545,128.3985,0.1000
FCFS,20.0000,900,7780,0,46.0382,46.1382,160.8545,114.7163,0.1000
FCFS,20.0000,580,8712,0,29.3012,29.4012,160.9645,131.5633,0.1000
FCFS,20.0000,512,9365,12,25.6719,25.7719,160.9645,135.1926,0.1000
FCFS,20.0000,760,8301,0,38.4148,38.5148,161.1845,122.6697,0.1000
FCFS,20.0000,178,8837,18,8.9449,9.0449,161.1845,152.1396,0.1000
FCFS,20.0000,741,6444,1,37.4838,37.5838,161.4045,123.8207,0.1000
FCFS,20.0000,620,9034,0,31.4375,31.5375,161.5145,129.9770,0.1000
FCFS,20.0000,652,8928,12,33.0057,33.1057,161.6245,128.5188,0.1000
FCFS,20.0000,660,9484,0,33.4907,33.5907,162.0915,128.5008,0.1000
FCFS,20.0000,661,6761,1,33.5096,33.6096,162.0915,128.4819,0.1000
FCFS,20.0000,592,9346,12,30.0866,30.1866,162.2015,132.0149,0.1000
FCFS,20.0000,321,8299,1,16.6077,16.7077,162.5355,145.8278,0.1000
FCFS,20.0000,912,8625,12,46.3583,46.4583,162.8580,116.3997,0.1000
FCFS,20.0000,612,9909,12,31.2377,31.3377,163.5940,132.2563,0.1000
FCFS,20.0000,238,8473,18,11.7206,11.8206,163.7040,151.8834,0.1000
FCFS,20.0000,812,9488,12,41.3165,41.4165,164.0590,122.6425,0.1000
FCFS,20.0000,972,9383,12,49.2096,49.3096,164.2790,114.9694,0.1000
FCFS,20.0000,952,9471,12,48.1046,48.2046,164.3890,116.1844,0.1000
FCFS,20.0000,561,7657,1,28.5987,28.6987,165.3200,136.6213,0.1000
FCFS,20.0000,541,7890,1,27.4790,27.5790,165.9800,138.4010,0.1000
FCFS,20.0000,401,8590,1,19.9959,20.0959,166.2000,146.1041,0.1000
FCFS,20.0000,841,7115,1,43.1047,43.2047,166.7040,123.4993,0.1000
FCFS,20.0000,581,8298,1,29.3300,29.4300,168.1250,138.6950,0.1000
FCFS,20.0000,218,8935,18,11.0632,11.1632,168.3450,157.1818,0.1000
FCFS,20.0000,901,7630,1,46.0863,46.1863,168.8950,122.7087,0.1000
FCFS,20.0000,158,9705,18,7.9965,8.0965,169.5540,161.4575,0.1000
FCFS,20.0000,498,7363,18,25.0649,25.1649,170.0385,144.8736,0.1000
FCFS,20.0000,881,8186,1,45.1144,45.2144,170.1485,124.9341,0.1000
FCFS,20.0000,721,8684,1,36.3727,36.4727,170.2585,133.7858,0.1000
FCFS,20.0000,781,8672,1,39.8559,39.9559,170.6210,130.6651,0.1000
FCFS,20.0000,701,9229,1,35.3725,35.4725,170.8620,135.3895,0.1000
FCFS,20.0000,861,9302,1,43.9472,44.0472,171.4790,127.4318,0.1000
FCFS,20.0000,898,6303,18,45.9183,46.0183,171.4790,125.4607,0.1000
FCFS,20.0000,298,8615,18,15.2599,15.3599,172.5485,157.1886,0.1000
FCFS,20.0000,358,8396,18,18.2725,18.3725,174.2500,155.8775,0.1000
FCFS,20.0000,338,8926,18,17.2880,17.3880,178.1950,160.8070,0.1000
FCFS,20.0000,738,7405,18,37.3921,37.4921,178.4150,140.9229,0.1000
FCFS,20.0000,438,8559,18,22.2172,22.3172,179.5550,157.2378,0.1000
FCFS,20.0000,558,8205,18,28.4723,28.5723,180.7580,152.1857,0.1000
FCFS,20.0000,678,7840,18,34.2787,34.3787,180.7580,146.3793,0.1000
FCFS,20.0000,398,8958,18,19.8502,19.9502,180.8680,160.9178,0.1000
