Algorithm,Lambda,CloudletId,Length,VmId,SubmissionTime,StartTime,FinishTime,ExecutionTime,WaitingTime
FCFS,20.0000,815,2370,15,41.4614,41.5614,91.8995,50.3381,0.1000
FCFS,20.0000,233,5081,13,11.4983,11.5983,92.2295,80.6312,0.1000
FCFS,20.0000,947,2135,7,47.9587,48.0587,92.2295,44.1708,0.1000
FCFS,20.0000,492,3790,12,24.6312,24.7312,92.4495,67.7183,0.1000
FCFS,20.0000,240,4580,0,11.9678,12.0678,92.6695,80.6017,0.1000
FCFS,20.0000,372,4541,12,18.6832,18.7832,93.3180,74.5348,0.1000
FCFS,20.0000,753,2648,13,37.9722,38.0722,93.4280,55.3558,0.1000
FCFS,20.0000,288,4938,8,14.6164,14.7164,93.4280,78.7116,0.1000
FCFS,20.0000,131,6895,11,6.5911,6.6911,93.6480,86.9569,0.1000
FCFS,20.0000,756,2691,16,38.0721,38.1721,93.8680,55.6959,0.1000
FCFS,20.0000,615,3100,15,31.2625,31.3625,93.9780,62.6155,0.1000
FCFS,20.0000,173,5816,13,8.6430,8.7430,94.0880,85.3450,0.1000
FCFS,20.0000,657,3097,17,33.4138,33.5138,94.1980,60.6842,0.1000
FCFS,20.0000,120,6092,0,6.0346,6.1346,94.3080,88.1734,0.1000
FCFS,20.0000,83,7320,3,4.1635,4.2635,94.6380,90.3745,0.1000
FCFS,20.0000,175,6155,15,8.7013,8.8013,94.7480,85.9467,0.1000
FCFS,20.0000,634,3158,14,32.1459,32.2459,94.9680,62.7221,0.1000
FCFS,20.0000,970,2438,10,48.9882,49.0882,95.0780,45.9898,0.1000
FCFS,20.0000,603,3109,3,30.6002,30.7002,95.0780,64.3778,0.1000
FCFS,20.0000,499,3974,19,25.1784,25.2784,95.2980,70.0196,0.1000
FCFS,20.0000,664,3126,4,33.6419,33.7419,95.4080,61.6661,0.1000
FCFS,20.0000,106,7786,6,5.1542,5.2542,95.5180,90.2638,0.1000
FCFS,20.0000,132,7459,12,6.6558,6.7558,95.6280,88.8722,0.1000
FCFS,20.0000,803,2537,3,41.0042,41.1042,95.7380,54.6338,0.1000
FCFS,20.0000,999,2367,19,50.7047,50.8047,95.9580,45.1533,0.1000
FCFS,20.0000,466,4091,6,23.6054,23.7054,96.0680,72.3626,0.1000
FCFS,20.0000,639,3453,19,32.2837,32.3837,96.1780,63.7943,0.1000
FCFS,20.0000,317,5001,17,16.4175,16.5175,96.2880,79.7705,0.1000
FCFS,20.0000,662,2828,2,33.5337,33.6337,96.5080,62.8743,0.1000
FCFS,20.0000,322,4211,2,16.6456,16.7456,96.7280,79.9824,0.1000
FCFS,20.0000,174,6155,14,8.6661,8.7661,96.9480,88.1819,0.1000
FCFS,20.0000,742,2643,2,37.4964,37.5964,97.0580,59.4616,0.1000
FCFS,20.0000,982,2112,2,49.9486,50.0486,97.1680,47.1194,0.1000
FCFS,20.0000,489,3865,9,24.4773,24.5773,97.2780,72.7007,0.1000
FCFS,20.0000,651,3302,11,32.9845,33.0845,97.4980,64.4135,0.1000
FCFS,20.0000,76,7691,16,3.6652,3.7652,97.4980,93.7328,0.1000
FCFS,20.0000,277,5476,17,14.2649,14.3649,97.6080,83.2431,0.1000
FCFS,20.0000,497,4037,17,25.0230,25.1230,97.6080,72.4850,0.1000
FCFS,20.0000,557,3739,17,28.4232,28.5232,97.9570,69.4338,0.1000
FCFS,20.0000,578,2874,18,29.1954,29.2954,97.9570,68.6616,0.1000
FCFS,20.0000,719,3302,19,36.2544,36.3544,97.9570,61.6026,0.1000
FCFS,20.0000,553,3555,13,28.1472,28.2472,98.0670,69.8198,0.1000
FCFS,20.0000,149,6643,9,7.7134,7.8134,98.3970,90.5836,0.1000
FCFS,20.0000,943,2400,3,47.7209,47.8209,98.5070,50.6861,0.1000
FCFS,20.0000,897,2633,17,45.8748,45.9748,98.5070,52.5322,0.1000
FCFS,20.0000,109,7527,9,5.3464,5.4464,98.6170,93.1706,0.1000
FCFS,20.0000,939,2696,19,47.5021,47.6021,98.7270,51.1249,0.1000
FCFS,20.0000,551,3794,11,28.0411,28.1411,99.2700,71.1289,0.1000
FCFS,20.0000,606,3627,6,30.8813,30.9813,99.3800,68.3987,0.1000
FCFS,20.0000,609,3482,9,30.9304,31.0304,99.3800,68.3496,0.1000
FCFS,20.0000,133,6678,13,6.6913,6.7913,99.4900,92.6987,0.1000
FCFS,20.0000,214,5820,14,10.8532,10.9532,99.6000,88.6468,0.1000
FCFS,20.0000,750,3289,10,37.8522,37.9522,99.7100,61.7578,0.1000
FCFS,20.0000,988,2605,8,50.0188,50.1188,99.9300,49.8112,0.1000
FCFS,20.0000,417,4637,17,21.1064,21.2064,100.3050,79.0986,0.1000
FCFS,20.0000,973,2543,13,49.2642,49.3642,100.6350,51.2708,0.1000
FCFS,20.0000,137,7593,17,6.9486,7.0486,100.6350,93.5864,0.1000
FCFS,20.0000,259,5927,19,12.9998,13.0998,100.9650,87.8652,0.1000
FCFS,20.0000,885,2769,5,45.2403,45.3403,101.1850,55.8447,0.1000
FCFS,20.0000,857,2948,17,43.8665,43.9665,101.4050,57.4385,0.1000
FCFS,20.0000,190,6608,10,9.5379,9.6379,101.5150,91.8771,0.1000
FCFS,20.0000,182,5730,2,9.0628,9.1628,101.5150,92.3522,0.1000
FCFS,20.0000,374,4773,14,18.7992,18.8992,101.8750,82.9758,0.1000
FCFS,20.0000,991,2653,11,50.3422,50.4422,102.2400,51.7978,0.1000
FCFS,20.0000,194,6226,14,9.7607,9.8607,102.2400,92.3793,0.1000
FCFS,20.0000,698,2722,18,35.2854,35.3854,102.6525,67.2671,0.1000
FCFS,20.0000,842,2722,2,43.1097,43.2097,102.9825,59.7728,0.1000
FCFS,20.0000,964,2829,4,48.8439,48.9439,103.3900,54.4461,0.1000
FCFS,20.0000,570,4160,10,28.9187,29.0187,103.6100,74.5913,0.1000
FCFS,20.0000,568,4088,8,28.8847,28.9847,103.6100,74.6253,0.1000
FCFS,20.0000,699,3732,19,35.3474,35.4474,103.7200,68.2726,0.1000
FCFS,20.0000,162,6103,2,8.1657,8.2657,103.9400,95.6743,0.1000
FCFS,20.0000,700,2945,0,35.3711,35.4711,104.1600,68.6889,0.1000
FCFS,20.0000,171,6865,11,8.5492,8.6492,104.4900,95.8408,0.1000
FCFS,20.0000,467,4483,7,23.6242,23.7242,104.4900,80.7658,0.1000
FCFS,20.0000,119,7843,19,6.0093,6.1093,104.6000,98.4907,0.1000
FCFS,20.0000,605,3789,5,30.8716,30.9716,104.7100,73.7384,0.1000
FCFS,20.0000,407,4828,7,20.3087,20.4087,104.8200,84.4113,0.1000
FCFS,20.0000,702,3211,2,35.5084,35.6084,104.9300,69.3216,0.1000
FCFS,20.0000,515,4128,15,25.8206,25.9206,104.9300,79.0094,0.1000
FCFS,20.0000,791,3339,11,40.3437,40.4437,105.1500,64.7063,0.1000
FCFS,20.0000,264,5851,4,13.4626,13.5626,105.2600,91.6974,0.1000
FCFS,20.0000,230,6456,10,11.4386,11.5386,105.3700,93.8314,0.1000
FCFS,20.0000,650,3968,10,32.9427,33.0427,105.4800,72.4373,0.1000
FCFS,20.0000,896,3053,16,45.8545,45.9545,105.8100,59.8555,0.1000
FCFS,20.0000,713,3601,13,36.0139,36.1139,105.9200,69.8061,0.1000
FCFS,20.0000,305,5417,5,15.8454,15.9454,105.9200,89.9746,0.1000
FCFS,20.0000,301,4744,1,15.4624,15.5624,106.0300,90.4676,0.1000
FCFS,20.0000,293,5418,13,15.1210,15.2210,106.0300,90.8090,0.1000
FCFS,20.0000,604,4044,4,30.7542,30.8542,106.1400,75.2858,0.1000
FCFS,20.0000,516,4284,16,25.8657,25.9657,106.3600,80.3943,0.1000
FCFS,20.0000,767,3495,7,38.8479,38.9479,106.3600,67.4121,0.1000
FCFS,20.0000,809,3315,9,41.2132,41.3132,106.3600,65.0468,0.1000
FCFS,20.0000,757,3698,17,38.2038,38.3038,106.5800,68.2762,0.1000
FCFS,20.0000,508,4550,8,25.5559,25.6559,106.5800,80.9241,0.1000
FCFS,20.0000,64,8789,4,3.2299,3.3299,106.6900,103.3601,0.1000
FCFS,20.0000,670,4003,10,33.8374,33.9374,106.8000,72.8626,0.1000
FCFS,20.0000,704,3761,4,35.6301,35.7301,106.8000,71.0699,0.1000
FCFS,20.0000,447,4732,7,22.6166,22.7166,106.8000,84.0834,0.1000
FCFS,20.0000,493,4446,13,24.7204,24.8204,107.0200,82.1996,0.1000
FCFS,20.0000,66,9415,6,3.2793,3.3793,107.0200,103.6407,0.1000
FCFS,20.0000,687,3777,7,34.8079,34.9079,107.0200,72.1121,0.1000
FCFS,20.0000,334,5356,14,17.1665,17.2665,107.1300,89.8635,0.1000
FCFS,20.0000,690,3959,10,34.9955,35.0955,107.2400,72.1445,0.1000
FCFS,20.0000,388,5208,8,19.3034,19.4034,107.2400,87.8366,0.1000
FCFS,20.0000,42,8722,2,2.1378,2.2378,107.3500,105.1122,0.1000
FCFS,20.0000,565,4091,5,28.7076,28.8076,107.3500,78.5424,0.1000
FCFS,20.0000,108,8236,8,5.2881,5.3881,107.3500,101.9619,0.1000
FCFS,20.0000,627,4009,7,31.8592,31.9592,107.4600,75.5008,0.1000
FCFS,20.0000,465,4544,5,23.5692,23.6692,107.5700,83.9008,0.1000
FCFS,20.0000,185,6759,5,9.2583,9.3583,107.6800,98.3217,0.1000
FCFS,20.0000,410,5285,10,20.5582,20.6582,108.1365,87.4783,0.1000
FCFS,20.0000,707,3805,7,35.7536,35.8536,108.1365,72.2829,0.1000
FCFS,20.0000,981,2463,1,49.8834,49.9834,108.8480,58.8646,0.1000
FCFS,20.0000,927,3265,7,47.0578,47.1578,108.8480,61.6902,0.1000
FCFS,20.0000,560,3630,0,28.5616,28.6616,109.0680,80.4064,0.1000
FCFS,20.0000,856,3378,16,43.7753,43.8753,109.0680,65.1927,0.1000
FCFS,20.0000,967,3207,7,48.9184,49.0184,109.1780,60.1596,0.1000
FCFS,20.0000,505,4478,5,25.4778,25.5778,109.2880,83.7102,0.1000
FCFS,20.0000,138,6377,18,6.9574,7.0574,109.3980,102.3406,0.1000
FCFS,20.0000,433,4920,13,21.9811,22.0811,109.7280,87.6469,0.1000
FCFS,20.0000,710,4114,10,35.9003,36.0003,109.9480,73.9477,0.1000
FCFS,20.0000,777,3903,17,39.6531,39.7531,110.1680,70.4149,0.1000
FCFS,20.0000,198,5589,18,10.3220,10.4220,110.1680,99.7460,0.1000
FCFS,20.0000,340,4705,0,17.3812,17.4812,110.6905,93.2093,0.1000
FCFS,20.0000,871,3523,11,44.4433,44.5433,110.6905,66.1472,0.1000
FCFS,20.0000,135,7722,15,6.7896,6.8896,110.6905,103.8009,0.1000
FCFS,20.0000,187,6874,7,9.3892,9.4892,110.6905,101.2013,0.1000
FCFS,20.0000,139,7947,19,7.0379,7.1379,110.6905,103.5526,0.1000
FCFS,20.0000,153,7227,13,7.8613,7.9613,111.0975,103.1362,0.1000
FCFS,20.0000,267,6179,7,13.6739,13.7739,111.4975,97.7236,0.1000
FCFS,20.0000,708,4165,8,35.8097,35.9097,111.8550,75.9453,0.1000
FCFS,20.0000,284,6229,4,14.4959,14.5959,112.0750,97.4791,0.1000
FCFS,20.0000,118,6863,18,5.8454,5.9454,112.0750,106.1296,0.1000
FCFS,20.0000,579,4768,19,29.2753,29.3753,112.0750,82.6997,0.1000
FCFS,20.0000,839,3877,19,42.9175,43.0175,112.1850,69.1675,0.1000
FCFS,20.0000,197,7566,17,10.2855,10.3855,112.2950,101.9095,0.1000
FCFS,20.0000,471,5065,11,23.8840,23.9840,112.5150,88.5310,0.1000
FCFS,20.0000,924,3639,4,46.8718,46.9718,112.6250,65.6532,0.1000
FCFS,20.0000,442,4656,2,22.3289,22.4289,112.7350,90.3061,0.1000
FCFS,20.0000,956,3429,16,48.5824,48.6824,112.7350,64.0526,0.1000
FCFS,20.0000,186,7554,6,9.3659,9.4659,112.9550,103.4891,0.1000
FCFS,20.0000,928,3638,8,47.0666,47.1666,112.9550,65.7884,0.1000
FCFS,20.0000,765,3836,5,38.6885,38.7885,113.1750,74.3865,0.1000
FCFS,20.0000,387,5640,7,19.2872,19.3872,113.2850,93.8978,0.1000
FCFS,20.0000,242,5937,2,12.1319,12.2319,113.5050,101.2731,0.1000
FCFS,20.0000,296,5897,16,15.1934,15.2934,113.7250,98.4316,0.1000
FCFS,20.0000,69,9691,9,3.3753,3.4753,113.7250,110.2497,0.1000
FCFS,20.0000,725,3999,5,36.6417,36.7417,113.9450,77.2033,0.1000
FCFS,20.0000,102,7717,2,5.0126,5.1126,114.0550,108.9424,0.1000
FCFS,20.0000,486,5160,6,24.4099,24.5099,114.0550,89.5451,0.1000
FCFS,20.0000,413,5415,13,20.7571,20.8571,114.2750,93.4179,0.1000
FCFS,20.0000,523,4671,3,26.4537,26.5537,114.6470,88.0933,0.1000
FCFS,20.0000,655,4137,15,33.1446,33.2446,114.6470,81.4024,0.1000
FCFS,20.0000,618,3495,18,31.3771,31.4771,114.6470,83.1699,0.1000
FCFS,20.0000,63,9289,3,3.1805,3.2805,115.2630,111.9825,0.1000
FCFS,20.0000,397,6074,17,19.8058,19.9058,115.2630,95.3572,0.1000
FCFS,20.0000,189,7275,9,9.5329,9.6329,115.4830,105.8501,0.1000
FCFS,20.0000,764,4348,4,38.6390,38.7390,115.8200,77.0810,0.1000
FCFS,20.0000,125,8191,5,6.2798,6.3798,115.8200,109.4402,0.1000
FCFS,20.0000,319,6426,19,16.5001,16.6001,115.8200,99.2199,0.1000
FCFS,20.0000,599,4996,19,30.4024,30.5024,115.8200,85.3176,0.1000
FCFS,20.0000,824,4169,4,42.0971,42.1971,115.9300,73.7329,0.1000
FCFS,20.0000,998,2643,18,50.6244,50.7244,115.9300,65.2056,0.1000
FCFS,20.0000,979,3857,19,49.6482,49.7482,116.1500,66.4018,0.1000
FCFS,20.0000,300,5259,0,15.3679,15.4679,116.2600,100.7921,0.1000
FCFS,20.0000,129,8284,9,6.4994,6.5994,116.2600,109.6606,0.1000
FCFS,20.0000,531,5125,11,26.9533,27.0533,116.4800,89.4267,0.1000
FCFS,20.0000,919,4065,19,46.5417,46.6417,116.8100,70.1683,0.1000
FCFS,20.0000,629,4647,9,31.9376,32.0376,117.1645,85.1269,0.1000
FCFS,20.0000,390,6191,10,19.3832,19.4832,117.4945,98.0113,0.1000
FCFS,20.0000,863,3828,3,43.9790,44.0790,117.7145,73.6355,0.1000
FCFS,20.0000,326,6394,6,16.8078,16.9078,117.7145,100.8067,0.1000
FCFS,20.0000,479,5708,19,24.1962,24.2962,117.8245,93.5283,0.1000
FCFS,20.0000,366,6151,6,18.4988,18.5988,118.0445,99.4457,0.1000
FCFS,20.0000,217,7944,17,11.0122,11.1122,118.0445,106.9323,0.1000
FCFS,20.0000,506,5352,6,25.5041,25.6041,118.1545,92.5504,0.1000
FCFS,20.0000,850,4363,10,43.4812,43.5812,118.2645,74.6833,0.1000
FCFS,20.0000,891,4083,11,45.4126,45.5126,118.2645,72.7519,0.1000
FCFS,20.0000,122,7706,2,6.0921,6.1921,118.2645,112.0724,0.1000
FCFS,20.0000,406,5947,6,20.2076,20.3076,118.2645,97.9569,0.1000
FCFS,20.0000,196,7069,16,10.2100,10.3100,118.2645,107.9545,0.1000
FCFS,20.0000,269,6628,9,13.8001,13.9001,118.3745,104.4744,0.1000
FCFS,20.0000,636,4752,16,32.2236,32.3236,118.5945,86.2709,0.1000
FCFS,20.0000,457,6040,17,23.1058,23.2058,118.5945,95.3887,0.1000
FCFS,20.0000,297,7161,17,15.2585,15.3585,119.2020,103.8435,0.1000
FCFS,20.0000,437,6210,17,22.2010,22.3010,119.3120,97.0110,0.1000
FCFS,20.0000,759,4839,19,38.2881,38.3881,119.5320,81.1439,0.1000
FCFS,20.0000,867,4508,7,44.2744,44.3744,119.6420,75.2676,0.1000
FCFS,20.0000,677,5187,17,34.2751,34.3751,119.6420,85.2669,0.1000
FCFS,20.0000,829,4249,9,42.3921,42.4921,119.6420,77.1499,0.1000
FCFS,20.0000,251,7098,11,12.5573,12.6573,119.7520,107.0947,0.1000
FCFS,20.0000,751,4631,11,37.9488,38.0488,119.9720,81.9232,0.1000
FCFS,20.0000,613,5081,13,31.2497,31.3497,119.9720,88.6223,0.1000
FCFS,20.0000,762,4197,2,38.6126,38.7126,120.1920,81.4794,0.1000
FCFS,20.0000,733,4767,13,36.9969,37.0969,120.3020,83.2051,0.1000
FCFS,20.0000,425,5636,5,21.5884,21.6884,120.4120,98.7236,0.1000
FCFS,20.0000,195,7239,15,10.1655,10.2655,120.4120,110.1465,0.1000
FCFS,20.0000,735,4252,15,37.1784,37.2784,120.4120,83.1336,0.1000
FCFS,20.0000,593,5229,13,30.1197,30.2197,120.7420,90.5223,0.1000
FCFS,20.0000,346,6493,6,17.8356,17.9356,120.9620,103.0264,0.1000
FCFS,20.0000,637,5507,17,32.2324,32.3324,120.9620,88.6296,0.1000
FCFS,20.0000,40,9339,0,2.0418,2.1418,121.1820,119.0402,0.1000
FCFS,20.0000,201,6329,1,10.3697,10.4697,121.1820,110.7123,0.1000
FCFS,20.0000,831,4481,11,42.4667,42.5667,121.1820,78.6153,0.1000
FCFS,20.0000,163,7598,3,8.1684,8.2684,121.4020,113.1336,0.1000
FCFS,20.0000,204,7870,4,10.5154,10.6154,121.5120,110.8966,0.1000
FCFS,20.0000,95,9530,15,4.6538,4.7538,121.5120,116.7582,0.1000
FCFS,20.0000,386,6370,6,19.2423,19.3423,121.8425,102.5002,0.1000
FCFS,20.0000,596,5147,16,30.3254,30.4254,121.8425,91.4171,0.1000
FCFS,20.0000,207,7799,7,10.6505,10.7505,121.8425,111.0920,0.1000
FCFS,20.0000,780,3687,0,39.7892,39.8892,121.9525,82.0633,0.1000
FCFS,20.0000,965,3960,5,48.8573,48.9573,121.9525,72.9952,0.1000
FCFS,20.0000,638,3833,18,32.2571,32.3571,121.9525,89.5954,0.1000
FCFS,20.0000,840,3541,0,43.0922,43.1922,122.0625,78.8703,0.1000
FCFS,20.0000,222,6798,2,11.1949,11.2949,122.0625,110.7676,0.1000
FCFS,20.0000,852,4324,12,43.5999,43.6999,122.0625,78.3626,0.1000
FCFS,20.0000,183,7423,3,9.1278,9.2278,122.0625,112.8347,0.1000
FCFS,20.0000,533,5598,13,27.0449,27.1449,122.0625,94.9176,0.1000
FCFS,20.0000,361,5113,1,18.4058,18.5058,122.2825,103.7767,0.1000
FCFS,20.0000,644,5374,4,32.6869,32.7869,122.2825,89.4956,0.1000
FCFS,20.0000,209,7586,9,10.6976,10.7976,122.6180,111.8204,0.1000
FCFS,20.0000,785,4484,5,40.0682,40.1682,122.8380,82.6698,0.1000
FCFS,20.0000,689,4957,9,34.9027,35.0027,122.8380,87.8353,0.1000
FCFS,20.0000,712,4828,12,35.9717,36.0717,123.0580,86.9863,0.1000
FCFS,20.0000,394,6263,14,19.5081,19.6081,123.2780,103.6699,0.1000
FCFS,20.0000,546,5590,6,27.7036,27.8036,123.2780,95.4744,0.1000
FCFS,20.0000,957,4922,17,48.5859,48.6859,123.4980,74.8121,0.1000
FCFS,20.0000,800,3752,0,40.7365,40.8365,123.7180,82.8815,0.1000
FCFS,20.0000,93,9491,13,4.5626,4.6626,123.7180,119.0554,0.1000
FCFS,20.0000,444,6408,4,22.4006,22.5006,123.8280,101.3274,0.1000
FCFS,20.0000,426,6269,6,21.6132,21.7132,123.8280,102.1148,0.1000
FCFS,20.0000,783,4504,3,39.9240,40.0240,123.9380,83.9140,0.1000
FCFS,20.0000,984,4634,4,49.9770,50.0770,123.9380,73.8610,0.1000
FCFS,20.0000,990,4552,10,50.2280,50.3280,124.0480,73.7200,0.1000
FCFS,20.0000,594,5366,14,30.1684,30.2684,124.0480,93.7796,0.1000
FCFS,20.0000,659,5644,19,33.4512,33.5512,124.0480,90.4968,0.1000
FCFS,20.0000,155,8178,15,7.8675,7.9675,124.1580,116.1905,0.1000
FCFS,20.0000,378,5037,18,19.0011,19.1011,124.4880,105.3869,0.1000
FCFS,20.0000,569,5528,9,28.8936,28.9936,124.4880,95.4944,0.1000
FCFS,20.0000,243,7023,3,12.1835,12.2835,124.5980,112.3145,0.1000
FCFS,20.0000,150,8924,10,7.7532,7.8532,124.7080,116.8548,0.1000
FCFS,20.0000,717,5818,17,36.2248,36.3248,124.8180,88.4932,0.1000
FCFS,20.0000,250,7892,10,12.5539,12.6539,124.9280,112.2741,0.1000
FCFS,20.0000,172,8606,12,8.6259,8.7259,125.0380,116.3121,0.1000
FCFS,20.0000,693,5390,13,35.2104,35.3104,125.0380,89.7276,0.1000
FCFS,20.0000,819,5235,19,41.8464,41.9464,125.1480,83.2016,0.1000
FCFS,20.0000,940,3559,0,47.5296,47.6296,125.2580,77.6284,0.1000
FCFS,20.0000,997,5160,17,50.5322,50.6322,125.4780,74.8458,0.1000
FCFS,20.0000,422,5841,2,21.3271,21.4271,125.9655,104.5384,0.1000
FCFS,20.0000,128,9285,8,6.4027,6.5027,125.9655,119.4628,0.1000
FCFS,20.0000,884,5117,4,45.2391,45.3391,126.0755,80.7364,0.1000
FCFS,20.0000,769,5062,9,38.9489,39.0489,126.0755,87.0266,0.1000
FCFS,20.0000,292,7221,12,15.0533,15.1533,126.1855,111.0322,0.1000
FCFS,20.0000,597,6523,17,30.3504,30.4504,126.2955,95.8451,0.1000
FCFS,20.0000,876,4751,16,44.7330,44.8330,126.4055,81.5725,0.1000
FCFS,20.0000,889,4769,9,45.3482,45.4482,126.4055,80.9573,0.1000
FCFS,20.0000,100,8303,0,4.7239,4.8239,126.7355,121.9116,0.1000
FCFS,20.0000,285,7110,5,14.5229,14.6229,126.7355,112.1126,0.1000
FCFS,20.0000,667,5921,7,33.7281,33.8281,126.7355,92.9074,0.1000
FCFS,20.0000,527,6473,7,26.7059,26.8059,126.8455,100.0396,0.1000
FCFS,20.0000,680,4291,0,34.2936,34.3936,126.9555,92.5619,0.1000
FCFS,20.0000,632,5377,12,32.0332,32.1332,126.9555,94.8223,0.1000
FCFS,20.0000,625,5317,5,31.7996,31.8996,127.0655,95.1659,0.1000
FCFS,20.0000,749,5245,9,37.7903,37.8903,127.1755,89.2852,0.1000
FCFS,20.0000,136,8659,16,6.8889,6.9889,127.2855,120.2966,0.1000
FCFS,20.0000,681,4092,1,34.3210,34.4210,127.3955,92.9745,0.1000
FCFS,20.0000,107,9854,7,5.2443,5.3443,127.3955,122.0512,0.1000
FCFS,20.0000,873,5228,13,44.5219,44.6219,127.7355,83.1136,0.1000
FCFS,20.0000,893,5195,13,45.5531,45.6531,127.8455,82.1924,0.1000
FCFS,20.0000,814,5000,14,41.3766,41.4766,127.8455,86.3689,0.1000
FCFS,20.0000,496,6103,16,24.9864,25.0864,127.8455,102.7591,0.1000
FCFS,20.0000,389,6830,9,19.3159,19.4159,127.9555,108.5396,0.1000
FCFS,20.0000,993,5040,13,50.4328,50.5328,128.2855,77.7527,0.1000
FCFS,20.0000,202,7524,2,10.4041,10.5041,128.3955,117.8914,0.1000
FCFS,20.0000,654,5520,14,33.1194,33.2194,128.3955,95.1761,0.1000
FCFS,20.0000,436,6455,16,22.1668,22.2668,128.7600,106.4932,0.1000
FCFS,20.0000,899,5470,19,46.0115,46.1115,128.7600,82.6485,0.1000
FCFS,20.0000,265,7471,5,13.5486,13.6486,128.8700,115.2214,0.1000
FCFS,20.0000,140,7652,0,7.1025,7.2025,129.2980,122.0955,0.1000
FCFS,20.0000,434,6500,14,22.0152,22.1152,129.2980,107.1828,0.1000
FCFS,20.0000,94,9905,14,4.5720,4.6720,129.4080,124.7360,0.1000
FCFS,20.0000,946,4975,6,47.9048,48.0048,129.4080,81.4032,0.1000
FCFS,20.0000,817,6418,17,41.7597,41.8597,129.4080,87.5483,0.1000
FCFS,20.0000,739,6063,19,37.4025,37.5025,129.4080,91.9055,0.1000
FCFS,20.0000,571,6211,11,28.9187,29.0187,129.6280,100.6093,0.1000
FCFS,20.0000,348,7167,8,17.9078,18.0078,129.6280,111.6202,0.1000
FCFS,20.0000,709,5702,9,35.8408,35.9408,129.7380,93.7972,0.1000
FCFS,20.0000,833,5674,13,42.5456,42.6456,129.8480,87.2024,0.1000
FCFS,20.0000,969,5086,9,48.9524,49.0524,130.0680,81.0156,0.1000
FCFS,20.0000,229,8322,9,11.3942,11.4942,130.1780,118.6838,0.1000
FCFS,20.0000,770,5808,10,39.0070,39.1070,130.2880,91.1810,0.1000
FCFS,20.0000,282,7050,2,14.4505,14.5505,130.3980,115.8475,0.1000
FCFS,20.0000,673,6239,13,34.1699,34.2699,130.5080,96.2381,0.1000
FCFS,20.0000,391,7209,11,19.4189,19.5189,130.7280,111.2091,0.1000
FCFS,20.0000,932,4745,12,47.3307,47.4307,130.7280,83.2973,0.1000
FCFS,20.0000,734,5507,14,37.0693,37.1693,130.7280,93.5587,0.1000
FCFS,20.0000,966,5069,6,48.8585,48.9585,130.7280,81.7695,0.1000
FCFS,20.0000,449,6865,9,22.7042,22.8042,130.7280,107.9238,0.1000
FCFS,20.0000,359,7957,19,18.3414,18.4414,131.0845,112.6431,0.1000
FCFS,20.0000,879,5850,19,44.9384,45.0384,131.0845,86.0461,0.1000
FCFS,20.0000,244,8732,4,12.3283,12.4283,131.1945,118.7662,0.1000
FCFS,20.0000,530,6772,10,26.9186,27.0186,131.3045,104.2859,0.1000
FCFS,20.0000,790,5842,10,40.3156,40.4156,131.3045,90.8889,0.1000
FCFS,20.0000,913,5757,13,46.4090,46.5090,131.3045,84.7955,0.1000
FCFS,20.0000,474,6549,14,23.9589,24.0589,131.5245,107.4656,0.1000
FCFS,20.0000,933,5777,13,47.3598,47.4598,131.6345,84.1747,0.1000
FCFS,20.0000,279,8675,19,14.2738,14.3738,131.6345,117.2607,0.1000
FCFS,20.0000,461,5145,1,23.2124,23.3124,131.7445,108.4321,0.1000
FCFS,20.0000,309,7890,9,15.9179,16.0179,131.8545,115.8366,0.1000
FCFS,20.0000,232,8400,12,11.4625,11.5625,131.9645,120.4020,0.1000
FCFS,20.0000,550,6789,10,27.9062,28.0062,132.0745,104.0683,0.1000
FCFS,20.0000,807,6287,7,41.0765,41.1765,132.1845,91.0080,0.1000
FCFS,20.0000,937,6816,17,47.4805,47.5805,132.1845,84.6040,0.1000
FCFS,20.0000,953,5906,13,48.1690,48.2690,132.2945,84.0255,0.1000
FCFS,20.0000,539,7253,19,27.4385,27.5385,132.4045,104.8660,0.1000
FCFS,20.0000,559,7183,19,28.4804,28.5804,132.4045,103.8241,0.1000
FCFS,20.0000,154,9097,14,7.8621,7.9621,132.5145,124.5524,0.1000
FCFS,20.0000,477,8547,17,24.0474,24.1474,132.5145,108.3671,0.1000
FCFS,20.0000,961,3688,1,48.6965,48.7965,132.6245,83.8280,0.1000
FCFS,20.0000,784,6305,4,40.0262,40.1262,132.7345,92.6083,0.1000
FCFS,20.0000,745,5523,5,37.6497,37.7497,132.7345,94.9848,0.1000
FCFS,20.0000,206,9136,6,10.5777,10.6777,132.8445,122.1668,0.1000
FCFS,20.0000,357,9310,17,18.2603,18.3603,132.8445,114.4842,0.1000
FCFS,20.0000,446,7190,6,22.4510,22.5510,132.9545,110.4035,0.1000
FCFS,20.0000,826,5649,6,42.3008,42.4008,132.9545,90.5537,0.1000
FCFS,20.0000,428,7050,8,21.7734,21.8734,132.9545,111.0811,0.1000
FCFS,20.0000,728,5856,8,36.7629,36.8629,132.9545,96.0916,0.1000
FCFS,20.0000,464,7548,4,23.5469,23.6469,133.0645,109.4176,0.1000
FCFS,20.0000,375,6699,15,18.8245,18.9245,133.1745,114.2500,0.1000
FCFS,20.0000,399,8274,19,19.9174,20.0174,133.5045,113.4871,0.1000
